"","sampleid","Name.2","Community","Species","replicate","BreakingBag","parent","Location","Experiment","Part_Time0D_17","Part_Time0D_6","Part_Time4M_64","Part_Time7D_rep1_2","Part_Time7D_rep2_2","Part_Time7D_rep3_2","Part_Time7D_rep4_2","replicate.partition","partition","ExpCompact","exp.replicate.partition","exp.partition"
"862","WEL26.1",NA,NA,NA,"Rep1",NA,"WEL26","CombeHill","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"863","WEL26.2",NA,NA,NA,"Rep2",NA,"WEL26","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"864","WEL26.3",NA,NA,NA,"Rep3",NA,"WEL26","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"865","WEL26.4",NA,NA,NA,"Rep4",NA,"WEL26","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"866","WF01.1",NA,NA,NA,"Rep1",NA,"WF01","WindsorForest","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"867","WF01.2",NA,NA,NA,"Rep2",NA,"WF01","WindsorForest","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"868","WF01.3",NA,NA,NA,"Rep3",NA,"WF01","WindsorForest","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"869","WF01.4",NA,NA,NA,"Rep4",NA,"WF01","WindsorForest","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"870","WF02.1",NA,NA,NA,"Rep1",NA,"WF02","WindsorForest","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"871","WF02.2",NA,NA,NA,"Rep2",NA,"WF02","WindsorForest","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"872","WF02.3",NA,NA,NA,"Rep3",NA,"WF02","WindsorForest","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"873","WF02.4",NA,NA,NA,"Rep4",NA,"WF02","WindsorForest","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"878","WF04.1",NA,NA,NA,"Rep1",NA,"WF04","WindsorForest","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"879","WF04.2",NA,NA,NA,"Rep2",NA,"WF04","WindsorForest","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"880","WF04.3",NA,NA,NA,"Rep3",NA,"WF04","WindsorForest","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"881","WF04.4",NA,NA,NA,"Rep4",NA,"WF04","WindsorForest","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"882","WF05.1",NA,NA,NA,"Rep1",NA,"WF05","WindsorForest","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"883","WF05.2",NA,NA,NA,"Rep2",NA,"WF05","WindsorForest","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"884","WF05.3",NA,NA,NA,"Rep3",NA,"WF05","WindsorForest","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"885","WF05.4",NA,NA,NA,"Rep4",NA,"WF05","WindsorForest","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"886","WF06.1",NA,NA,NA,"Rep1",NA,"WF06","WindsorForest","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"887","WF06.2",NA,NA,NA,"Rep2",NA,"WF06","WindsorForest","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"888","WF06.3",NA,NA,NA,"Rep3",NA,"WF06","WindsorForest","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"889","WF06.4",NA,NA,NA,"Rep4",NA,"WF06","WindsorForest","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"890","WF07.1",NA,NA,NA,"Rep1",NA,"WF07","WindsorForest","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"891","WF07.2",NA,NA,NA,"Rep2",NA,"WF07","WindsorForest","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"892","WF07.3",NA,NA,NA,"Rep3",NA,"WF07","WindsorForest","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"893","WF07.4",NA,NA,NA,"Rep4",NA,"WF07","WindsorForest","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"894","WiW01.1",NA,NA,NA,"Rep1",NA,"WiW01","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"895","WiW01.2",NA,NA,NA,"Rep2",NA,"WiW01","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"896","WiW01.3",NA,NA,NA,"Rep3",NA,"WiW01","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"897","WiW01.4",NA,NA,NA,"Rep4",NA,"WiW01","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"898","WiW02.1",NA,NA,NA,"Rep1",NA,"WiW02","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"899","WiW02.2",NA,NA,NA,"Rep2",NA,"WiW02","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"900","WiW02.3",NA,NA,NA,"Rep3",NA,"WiW02","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"901","WiW02.4",NA,NA,NA,"Rep4",NA,"WiW02","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"902","WiW03.1",NA,NA,NA,"Rep1",NA,"WiW03","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"903","WiW03.2",NA,NA,NA,"Rep2",NA,"WiW03","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"904","WiW03.3",NA,NA,NA,"Rep3",NA,"WiW03","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"905","WiW03.4",NA,NA,NA,"Rep4",NA,"WiW03","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"906","WiW04.1",NA,NA,NA,"Rep1",NA,"WiW04","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"907","WiW04.2",NA,NA,NA,"Rep2",NA,"WiW04","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"908","WiW04.3",NA,NA,NA,"Rep3",NA,"WiW04","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"909","WiW04.4",NA,NA,NA,"Rep4",NA,"WiW04","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"910","WiW05.1",NA,NA,NA,"Rep1",NA,"WiW05","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"911","WiW05.2",NA,NA,NA,"Rep2",NA,"WiW05","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"912","WiW05.3",NA,NA,NA,"Rep3",NA,"WiW05","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"913","WiW05.4",NA,NA,NA,"Rep4",NA,"WiW05","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"914","WiW06.1",NA,NA,NA,"Rep1",NA,"WiW06","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"915","WiW06.2",NA,NA,NA,"Rep2",NA,"WiW06","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"916","WiW06.3",NA,NA,NA,"Rep3",NA,"WiW06","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"917","WiW06.4",NA,NA,NA,"Rep4",NA,"WiW06","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"918","WiW07.1",NA,NA,NA,"Rep1",NA,"WiW07","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"919","WiW07.2",NA,NA,NA,"Rep2",NA,"WiW07","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"920","WiW07.3",NA,NA,NA,"Rep3",NA,"WiW07","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"921","WiW07.4",NA,NA,NA,"Rep4",NA,"WiW07","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"922","WiW08.1",NA,NA,NA,"Rep1",NA,"WiW08","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"923","WiW08.2",NA,NA,NA,"Rep2",NA,"WiW08","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"924","WiW08.3",NA,NA,NA,"Rep3",NA,"WiW08","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"925","WiW08.4",NA,NA,NA,"Rep4",NA,"WiW08","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"929","WiW10.1",NA,NA,NA,"Rep1",NA,"WiW10","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"930","WiW10.2",NA,NA,NA,"Rep2",NA,"WiW10","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"931","WiW10.3",NA,NA,NA,"Rep3",NA,"WiW10","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"932","WiW10.4",NA,NA,NA,"Rep4",NA,"WiW10","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"933","WiW11.1",NA,NA,NA,"Rep1",NA,"WiW11","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"934","WiW11.2",NA,NA,NA,"Rep2",NA,"WiW11","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"935","WiW11.3",NA,NA,NA,"Rep3",NA,"WiW11","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"936","WiW11.4",NA,NA,NA,"Rep4",NA,"WiW11","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"940","WiW13.1",NA,NA,NA,"Rep1",NA,"WiW13","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"941","WiW13.2",NA,NA,NA,"Rep2",NA,"WiW13","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"942","WiW13.3",NA,NA,NA,"Rep3",NA,"WiW13","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"943","WiW13.4",NA,NA,NA,"Rep4",NA,"WiW13","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"944","WiW14.1",NA,NA,NA,"Rep1",NA,"WiW14","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"945","WiW14.2",NA,NA,NA,"Rep2",NA,"WiW14","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"946","WiW14.3",NA,NA,NA,"Rep3",NA,"WiW14","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"947","WiW14.4",NA,NA,NA,"Rep4",NA,"WiW14","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"948","WiW15.1",NA,NA,NA,"Rep1",NA,"WiW15","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"949","WiW15.2",NA,NA,NA,"Rep2",NA,"WiW15","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"950","WiW15.3",NA,NA,NA,"Rep3",NA,"WiW15","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"951","WiW15.4",NA,NA,NA,"Rep4",NA,"WiW15","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"952","WiW16.1",NA,NA,NA,"Rep1",NA,"WiW16","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"953","WiW16.2",NA,NA,NA,"Rep2",NA,"WiW16","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"954","WiW16.3",NA,NA,NA,"Rep3",NA,"WiW16","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"955","WiW16.4",NA,NA,NA,"Rep4",NA,"WiW16","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"956","WiW17.1",NA,NA,NA,"Rep1",NA,"WiW17","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"957","WiW17.2",NA,NA,NA,"Rep2",NA,"WiW17","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"958","WiW17.3",NA,NA,NA,"Rep3",NA,"WiW17","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"959","WiW17.4",NA,NA,NA,"Rep4",NA,"WiW17","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"960","WiW18.1",NA,NA,NA,"Rep1",NA,"WiW18","GreenbroomCovert","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"961","WiW18.2",NA,NA,NA,"Rep2",NA,"WiW18","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"962","WiW18.3",NA,NA,NA,"Rep3",NA,"WiW18","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"963","WiW18.4",NA,NA,NA,"Rep4",NA,"WiW18","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"964","WiW19.1",NA,NA,NA,"Rep1",NA,"WiW19","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"965","WiW19.2",NA,NA,NA,"Rep2",NA,"WiW19","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"966","WiW19.3",NA,NA,NA,"Rep3",NA,"WiW19","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"967","WiW19.4",NA,NA,NA,"Rep4",NA,"WiW19","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"968","WiW20.1",NA,NA,NA,"Rep1",NA,"WiW20","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"969","WiW20.2",NA,NA,NA,"Rep2",NA,"WiW20","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"970","WiW20.3",NA,NA,NA,"Rep3",NA,"WiW20","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"971","WiW20.4",NA,NA,NA,"Rep4",NA,"WiW20","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"972","WiW21.1",NA,NA,NA,"Rep1",NA,"WiW21","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"973","WiW21.2",NA,NA,NA,"Rep2",NA,"WiW21","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"974","WiW21.3",NA,NA,NA,"Rep3",NA,"WiW21","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"975","WiW21.4",NA,NA,NA,"Rep4",NA,"WiW21","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"979","WiW23.1",NA,NA,NA,"Rep1",NA,"WiW23","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"980","WiW23.2",NA,NA,NA,"Rep2",NA,"WiW23","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"981","WiW23.3",NA,NA,NA,"Rep3",NA,"WiW23","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"982","WiW23.4",NA,NA,NA,"Rep4",NA,"WiW23","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"983","WiW24.1",NA,NA,NA,"Rep1",NA,"WiW24","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"984","WiW24.2",NA,NA,NA,"Rep2",NA,"WiW24","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"985","WiW24.3",NA,NA,NA,"Rep3",NA,"WiW24","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"986","WiW24.4",NA,NA,NA,"Rep4",NA,"WiW24","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"987","WiW25.1",NA,NA,NA,"Rep1",NA,"WiW25","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"988","WiW25.2",NA,NA,NA,"Rep2",NA,"WiW25","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"989","WiW25.3",NA,NA,NA,"Rep3",NA,"WiW25","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"990","WiW25.4",NA,NA,NA,"Rep4",NA,"WiW25","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"991","WiW26.1",NA,NA,NA,"Rep1",NA,"WiW26","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"992","WiW26.2",NA,NA,NA,"Rep2",NA,"WiW26","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"993","WiW26.3",NA,NA,NA,"Rep3",NA,"WiW26","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"994","WiW26.4",NA,NA,NA,"Rep4",NA,"WiW26","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"995","WiW27.1",NA,NA,NA,"Rep1",NA,"WiW27","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"996","WiW27.2",NA,NA,NA,"Rep2",NA,"WiW27","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"997","WiW27.3",NA,NA,NA,"Rep3",NA,"WiW27","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"998","WiW27.4",NA,NA,NA,"Rep4",NA,"WiW27","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"999","WiW28.1",NA,NA,NA,"Rep1",NA,"WiW28","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1000","WiW28.2",NA,NA,NA,"Rep2",NA,"WiW28","GreenbroomCovert","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1001","WiW28.3",NA,NA,NA,"Rep3",NA,"WiW28","GreenbroomCovert","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1002","WiW28.4",NA,NA,NA,"Rep4",NA,"WiW28","GreenbroomCovert","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1003","WiW29.1",NA,NA,NA,"Rep1",NA,"WiW29","GreenbroomCovert","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
