"","sampleid","Name.2","Community","Species","replicate","BreakingBag","parent","Location","Experiment","Part_Time0D_17","Part_Time0D_6","Part_Time4M_64","Part_Time7D_rep1_2","Part_Time7D_rep2_2","Part_Time7D_rep3_2","Part_Time7D_rep4_2","replicate.partition","partition","ExpCompact","exp.replicate.partition","exp.partition"
"670","SAC03.1",NA,NA,NA,"Rep1",NA,"SAC03","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"671","SAC03.2",NA,NA,NA,"Rep2",NA,"SAC03","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"672","SAC03.3",NA,NA,NA,"Rep3",NA,"SAC03","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"673","SAC03.4",NA,NA,NA,"Rep4",NA,"SAC03","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"674","SAC04.1",NA,NA,NA,"Rep1",NA,"SAC04","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"675","SAC04.2",NA,NA,NA,"Rep2",NA,"SAC04","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"676","SAC04.3",NA,NA,NA,"Rep3",NA,"SAC04","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"677","SAC04.4",NA,NA,NA,"Rep4",NA,"SAC04","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"678","SAC05.1",NA,NA,NA,"Rep1",NA,"SAC05","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"679","SAC05.2",NA,NA,NA,"Rep2",NA,"SAC05","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"680","SAC05.3",NA,NA,NA,"Rep3",NA,"SAC05","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"681","SAC05.4",NA,NA,NA,"Rep4",NA,"SAC05","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"682","SAC06.1",NA,NA,NA,"Rep1",NA,"SAC06","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"683","SAC06.2",NA,NA,NA,"Rep2",NA,"SAC06","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"684","SAC06.3",NA,NA,NA,"Rep3",NA,"SAC06","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"685","SAC06.4",NA,NA,NA,"Rep4",NA,"SAC06","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"686","SAC07.1",NA,NA,NA,"Rep1",NA,"SAC07","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"687","SAC07.2",NA,NA,NA,"Rep2",NA,"SAC07","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"688","SAC07.3",NA,NA,NA,"Rep3",NA,"SAC07","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"689","SAC07.4",NA,NA,NA,"Rep4",NA,"SAC07","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"690","SAC08.1",NA,NA,NA,"Rep1",NA,"SAC08","StAlbansCity","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"691","SAC08.2",NA,NA,NA,"Rep2",NA,"SAC08","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"692","SAC08.3",NA,NA,NA,"Rep3",NA,"SAC08","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"693","SAC08.4",NA,NA,NA,"Rep4",NA,"SAC08","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"698","SAC10.1",NA,NA,NA,"Rep1",NA,"SAC10","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"699","SAC10.2",NA,NA,NA,"Rep2",NA,"SAC10","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"700","SAC10.3",NA,NA,NA,"Rep3",NA,"SAC10","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"701","SAC10.4",NA,NA,NA,"Rep4",NA,"SAC10","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"702","SAC11.1",NA,NA,NA,"Rep1",NA,"SAC11","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"703","SAC11.2",NA,NA,NA,"Rep2",NA,"SAC11","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"704","SAC11.3",NA,NA,NA,"Rep3",NA,"SAC11","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"705","SAC11.4",NA,NA,NA,"Rep4",NA,"SAC11","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"706","SAC12.1",NA,NA,NA,"Rep1",NA,"SAC12","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"707","SAC12.2",NA,NA,NA,"Rep2",NA,"SAC12","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"708","SAC12.3",NA,NA,NA,"Rep3",NA,"SAC12","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"709","SAC12.4",NA,NA,NA,"Rep4",NA,"SAC12","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"710","SAC13.1",NA,NA,NA,"Rep1",NA,"SAC13","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"711","SAC13.2",NA,NA,NA,"Rep2",NA,"SAC13","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"712","SAC13.3",NA,NA,NA,"Rep3",NA,"SAC13","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"713","SAC13.4",NA,NA,NA,"Rep4",NA,"SAC13","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"714","SAC14.1",NA,NA,NA,"Rep1",NA,"SAC14","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"715","SAC14.2",NA,NA,NA,"Rep2",NA,"SAC14","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"716","SAC14.3",NA,NA,NA,"Rep3",NA,"SAC14","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"717","SAC14.4",NA,NA,NA,"Rep4",NA,"SAC14","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"718","SAC15.1",NA,NA,NA,"Rep1",NA,"SAC15","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"719","SAC15.2",NA,NA,NA,"Rep2",NA,"SAC15","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"720","SAC15.3",NA,NA,NA,"Rep3",NA,"SAC15","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"721","SAC15.4",NA,NA,NA,"Rep4",NA,"SAC15","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"722","SAC16.1",NA,NA,NA,"Rep1",NA,"SAC16","StAlbansCity","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"723","SAC16.2",NA,NA,NA,"Rep2",NA,"SAC16","StAlbansCity","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"724","SAC16.3",NA,NA,NA,"Rep3",NA,"SAC16","StAlbansCity","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"725","SAC16.4",NA,NA,NA,"Rep4",NA,"SAC16","StAlbansCity","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"762","WEL01.1",NA,NA,NA,"Rep1",NA,"WEL01","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"763","WEL01.2",NA,NA,NA,"Rep2",NA,"WEL01","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"764","WEL01.3",NA,NA,NA,"Rep3",NA,"WEL01","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"765","WEL01.4",NA,NA,NA,"Rep4",NA,"WEL01","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"766","WEL02.1",NA,NA,NA,"Rep1",NA,"WEL02","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"767","WEL02.2",NA,NA,NA,"Rep2",NA,"WEL02","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"768","WEL02.3",NA,NA,NA,"Rep3",NA,"WEL02","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"769","WEL02.4",NA,NA,NA,"Rep4",NA,"WEL02","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"770","WEL03.1",NA,NA,NA,"Rep1",NA,"WEL03","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"771","WEL03.2",NA,NA,NA,"Rep2",NA,"WEL03","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"772","WEL03.3",NA,NA,NA,"Rep3",NA,"WEL03","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"773","WEL03.4",NA,NA,NA,"Rep4",NA,"WEL03","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"774","WEL04.1",NA,NA,NA,"Rep1",NA,"WEL04","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"775","WEL04.2",NA,NA,NA,"Rep2",NA,"WEL04","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"776","WEL04.3",NA,NA,NA,"Rep3",NA,"WEL04","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"777","WEL04.4",NA,NA,NA,"Rep4",NA,"WEL04","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"778","WEL05.1",NA,NA,NA,"Rep1",NA,"WEL05","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"779","WEL05.2",NA,NA,NA,"Rep2",NA,"WEL05","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"780","WEL05.3",NA,NA,NA,"Rep3",NA,"WEL05","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"781","WEL05.4",NA,NA,NA,"Rep4",NA,"WEL05","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"782","WEL06.1",NA,NA,NA,"Rep1",NA,"WEL06","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"783","WEL06.2",NA,NA,NA,"Rep2",NA,"WEL06","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"784","WEL06.3",NA,NA,NA,"Rep3",NA,"WEL06","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"785","WEL06.4",NA,NA,NA,"Rep4",NA,"WEL06","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"786","WEL07.1",NA,NA,NA,"Rep1",NA,"WEL07","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"787","WEL07.2",NA,NA,NA,"Rep2",NA,"WEL07","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"788","WEL07.3",NA,NA,NA,"Rep3",NA,"WEL07","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"789","WEL07.4",NA,NA,NA,"Rep4",NA,"WEL07","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"790","WEL08.1",NA,NA,NA,"Rep1",NA,"WEL08","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"791","WEL08.2",NA,NA,NA,"Rep2",NA,"WEL08","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"792","WEL08.3",NA,NA,NA,"Rep3",NA,"WEL08","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"793","WEL08.4",NA,NA,NA,"Rep4",NA,"WEL08","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"794","WEL09.1",NA,NA,NA,"Rep1",NA,"WEL09","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"795","WEL09.2",NA,NA,NA,"Rep2",NA,"WEL09","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"796","WEL09.3",NA,NA,NA,"Rep3",NA,"WEL09","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"797","WEL09.4",NA,NA,NA,"Rep4",NA,"WEL09","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"806","WEL12.1",NA,NA,NA,"Rep1",NA,"WEL12","CombeHill","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"807","WEL12.2",NA,NA,NA,"Rep2",NA,"WEL12","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"808","WEL12.3",NA,NA,NA,"Rep3",NA,"WEL12","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"809","WEL12.4",NA,NA,NA,"Rep4",NA,"WEL12","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"810","WEL13.1",NA,NA,NA,"Rep1",NA,"WEL13","CombeHill","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"811","WEL13.2",NA,NA,NA,"Rep2",NA,"WEL13","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"812","WEL13.3",NA,NA,NA,"Rep3",NA,"WEL13","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"813","WEL13.4",NA,NA,NA,"Rep4",NA,"WEL13","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"814","WEL14.1",NA,NA,NA,"Rep1",NA,"WEL14","CombeHill","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"815","WEL14.2",NA,NA,NA,"Rep2",NA,"WEL14","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"816","WEL14.3",NA,NA,NA,"Rep3",NA,"WEL14","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"817","WEL14.4",NA,NA,NA,"Rep4",NA,"WEL14","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"818","WEL15.1",NA,NA,NA,"Rep1",NA,"WEL15","CombeHill","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"819","WEL15.2",NA,NA,NA,"Rep2",NA,"WEL15","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"820","WEL15.3",NA,NA,NA,"Rep3",NA,"WEL15","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"821","WEL15.4",NA,NA,NA,"Rep4",NA,"WEL15","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"826","WEL17.1",NA,NA,NA,"Rep1",NA,"WEL17","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"827","WEL17.2",NA,NA,NA,"Rep2",NA,"WEL17","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"828","WEL17.3",NA,NA,NA,"Rep3",NA,"WEL17","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"829","WEL17.4",NA,NA,NA,"Rep4",NA,"WEL17","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"830","WEL18.1",NA,NA,NA,"Rep1",NA,"WEL18","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"831","WEL18.2",NA,NA,NA,"Rep2",NA,"WEL18","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"832","WEL18.3",NA,NA,NA,"Rep3",NA,"WEL18","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"833","WEL18.4",NA,NA,NA,"Rep4",NA,"WEL18","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"838","WEL20.1",NA,NA,NA,"Rep1",NA,"WEL20","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"839","WEL20.2",NA,NA,NA,"Rep2",NA,"WEL20","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"840","WEL20.3",NA,NA,NA,"Rep3",NA,"WEL20","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"841","WEL20.4",NA,NA,NA,"Rep4",NA,"WEL20","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"846","WEL22.1",NA,NA,NA,"Rep1",NA,"WEL22","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"847","WEL22.2",NA,NA,NA,"Rep2",NA,"WEL22","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"848","WEL22.3",NA,NA,NA,"Rep3",NA,"WEL22","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"849","WEL22.4",NA,NA,NA,"Rep4",NA,"WEL22","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"850","WEL23.1",NA,NA,NA,"Rep1",NA,"WEL23","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"851","WEL23.2",NA,NA,NA,"Rep2",NA,"WEL23","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"852","WEL23.3",NA,NA,NA,"Rep3",NA,"WEL23","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"853","WEL23.4",NA,NA,NA,"Rep4",NA,"WEL23","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"854","WEL24.1",NA,NA,NA,"Rep1",NA,"WEL24","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"855","WEL24.2",NA,NA,NA,"Rep2",NA,"WEL24","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"856","WEL24.3",NA,NA,NA,"Rep3",NA,"WEL24","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"857","WEL24.4",NA,NA,NA,"Rep4",NA,"WEL24","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,2,"Rep4.Class2","Class2","Final","Final.Rep4.Class2","Final.Class2"
"858","WEL25.1",NA,NA,NA,"Rep1",NA,"WEL25","CombeHill","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"859","WEL25.2",NA,NA,NA,"Rep2",NA,"WEL25","CombeHill","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"860","WEL25.3",NA,NA,NA,"Rep3",NA,"WEL25","CombeHill","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"861","WEL25.4",NA,NA,NA,"Rep4",NA,"WEL25","CombeHill","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
